"entity","device","lat_lng"
"VDP","VFE1916","13.9406022899999993 , 100.553444229999997"
"VDP","VFE1918","14.5397881400000006 , 100.950547130000004"
"VDP","VFE1920","13.5844702599999998 , 100.609700369999999"
"VDP","VFE1953","13.9071765200000002 , 100.613643920000001"
"VDP","VFE1997","13.7824202499999995 , 100.546299829999995"
"VDP","VFE2024","13.7830561399999993 , 100.546462329999997"
"VDP","VFE204","13.5985131700000004 , 100.765915860000007"
"VDP","VFE2065","12.8801501799999993 , 100.884887289999995"
"VDP","VFE2083","13.5906660400000003 , 100.602944980000004"
"VDP","VFE2084","13.8069716400000004 , 100.724671970000003"
"VDP","VFE2089","13.0350435900000008 , 101.085532319999999"
"VDP","VFE2104","13.7142252399999993 , 100.483318740000001"
"VDP","VFE2105","13.7142076700000004 , 100.483752190000004"
"VDP","VFE2106","13.7364976900000002 , 100.341472039999999"
"VDP","VFE2115","15.0188979299999996 , 102.130733239999998"
"VDP","VFE2119","13.8533261999999997 , 100.537460719999999"
"VDP","VFE2122","13.76551495 , 100.641653009999999"
"VDP","VFE2124","13.9597385000000003 , 100.500901440000007"
"VDP","VFE2126","15.0031000999999993 , 102.117601429999993"
"VDP","VFE2132","13.6719160599999991 , 100.486190840000006"
"VDP","VFE2137","13.7359600000000004 , 100.341528800000006"
"VDP","VFE2138","13.1146417900000003 , 101.026312399999995"
"VDP","VFE2139","13.5859108699999993 , 100.751004050000006"
"VDP","VFE2142","14.0736961800000007 , 100.599396260000006"
"VDP","VFE2149","13.6668995899999999 , 100.588244369999998"
"VDP","VFE2158","13.6673662399999998 , 100.587032919999999"
"VDP","VFE2160","13.6664751100000004 , 100.589045119999994"
"VDP","VFE2161","13.7361203799999991 , 100.342147089999997"
"VDP","VFE2165","13.7150414400000003 , 100.485112409999999"
"VDP","VFE2168","13.7510184500000001 , 100.477761900000004"
"VDP","VFE217","13.6486522699999995 , 100.41828769"
"VDP","VFE2170","13.7342356700000003 , 100.581818339999998"
"VDP","VFE2171","13.7342438900000001 , 100.582163059999999"
"VDP","VFE2175","13.7787959000000004 , 100.508159879999994"
"VDP","VFE2180","13.5858862299999998 , 100.751264699999993"
"VDP","VFE2183","13.7791910000000009 , 100.507647669999997"
"VDP","VFE2187","13.6396029399999996 , 100.50109209"
"VDP","VFE2188","13.7262112300000005 , 100.585476270000001"
"VDP","VFE2190","13.8341929300000004 , 100.610803509999997"
"VDP","VFE2194","13.6713105499999994 , 100.4862289"
"VDP","VFE2195","13.7760998299999997 , 100.668680620000004"
"VDP","VFE2196","12.9293579800000007 , 100.881065449999994"
"VDP","VFE2197","14.06692638 , 100.602100100000001"
"VDP","VFE2202","13.76541894 , 100.641843890000004"
"VDP","VFE2206","14.0668513199999996 , 100.60246583"
"VDP","VFE2207","13.6677085700000003 , 100.484602260000003"
"VDP","VFE2208","13.5856912800000007 , 100.751035549999997"
"VDP","VFE2210","13.5857091600000004 , 100.751153029999998"
"VDP","VFE2212","13.7662333199999996 , 100.569158279999996"
"VDP","VFE222","13.7939533799999996 , 99.9186493899999988"
"VDP","VFE2220","13.6707731500000005 , 100.486517750000004"
"VDP","VFE2221","13.5858292200000008 , 100.751089359999995"
"VDP","VFE2223","13.6685724799999999 , 100.486238459999996"
"VDP","VFE2224","13.6687748599999992 , 100.484902129999995"
"VDP","VFE2227","13.6686355899999992 , 100.48453456"
"VDP","VFE2235","14.3543832200000008 , 100.612072150000003"
"VDP","VFE2256","13.0200289399999996 , 100.935352730000005"
"VDP","VFE2261","13.7224714799999994 , 100.519920060000004"
"VDP","VFE2263","13.5858532699999994 , 100.751204049999998"
"VDP","VFE2267","13.9393404699999994 , 100.723050970000003"
"VDP","VFE227","13.5993763399999992 , 100.765569040000003"
"VDP","VFE2272","13.7523265400000003 , 100.636513579999999"
"VDP","VFE2273","13.5694898100000003 , 100.303309569999996"
"VDP","VFE2275","13.8245800200000009 , 100.410288410000007"
"VDP","VFE2278","13.6889277600000003 , 100.646443829999996"
"VDP","VFE2280","13.7212622500000005 , 100.783020489999998"
"VDP","VFE2282","13.7633347500000003 , 100.568032270000003"
"VDP","VFE2292","13.6191891900000002 , 100.385617969999998"
"VDP","VFE230","13.8234758800000002 , 100.480178019999997"
"VDP","VFE2300","13.8512018099999992 , 100.556377850000004"
"VDP","VFE2301","13.6191680900000005 , 100.385692370000001"
"VDP","VFE2302","12.6747667800000006 , 100.997370009999997"
"VDP","VFE231","13.7128635699999997 , 100.41770511"
"VDP","VFE2311","13.8128926300000003 , 100.567034559999996"
"VDP","VFE2318","15.0009459799999991 , 102.115851890000002"
"VDP","VFE2323","13.8965065499999998 , 100.4520354"
"VDP","VFE2328","13.8962947799999998 , 100.452842989999994"
"VDP","VFE233","14.5807673999999992 , 100.460661299999998"
"VDP","VFE2331","13.8530004000000009 , 100.399440560000002"
"VDP","VFE2336","13.6191529500000001 , 100.385617609999997"
"VDP","VFE2338","13.6213212099999996 , 100.755829309999996"
"VDP","VFE2342","13.5858480900000007 , 100.751154850000006"
"VDP","VFE2343","12.6955627300000007 , 101.267862809999997"
"VDP","VFE2344","12.6962510399999999 , 101.267987919999996"
"VDP","VFE2345","13.5858129600000002 , 100.751239310000003"
"VDP","VFE2350","14.0353981300000008 , 100.76673529"
"VDP","VFE2353","13.9228323599999992 , 100.51590865"
"VDP","VFE2358","13.8145425199999998 , 100.718730210000004"
"VDP","VFE2364","14.3410991600000006 , 100.641849759999999"
"VDP","VFE2366","13.8901259100000001 , 100.403696519999997"
"VDP","VFE2367","13.5856629000000009 , 100.750988500000005"
"VDP","VFE2373","13.5859037499999999 , 100.751159860000001"
"VDP","VFE2375","13.7480025900000005 , 100.567576439999996"
"VDP","VFE2380","13.7796354999999995 , 100.676929439999995"
"VDP","VFE2387","14.2116038000000007 , 100.608276660000001"
"VDP","VFE2389","13.7320055100000005 , 100.535563679999996"
"VDP","VFE2390","13.8737860400000006 , 100.526924300000005"
"VDP","VFE2401","13.7430293799999994 , 100.615486430000004"
"VDP","VFE2406","13.6647734399999994 , 100.436523730000005"
"VDP","VFE2411","13.7077517400000009 , 100.356734320000001"
"VDP","VFE2417","13.7077244599999997 , 100.356578729999995"
"VDP","VFE2423","14.2909572399999991 , 100.559863640000003"
"VDP","VFE2424","13.4604539600000006 , 99.8641178299999979"
"VDP","VFE2425","13.7712576799999997 , 100.483871469999997"
"VDP","VFE2435","13.5858294199999996 , 100.751065249999996"
"VDP","VFE2436","13.8904990500000007 , 100.580439350000006"
"VDP","VFE2437","13.3356223000000007 , 100.968410270000007"
"VDP","VFE2439","13.5858358599999995 , 100.751167539999997"
"VDP","VFE244","13.7193355100000005 , 100.570839520000007"
"VDP","VFE2442","13.8621626899999999 , 100.612149329999994"
"VDP","VFE2443","14.03016577 , 100.529564859999994"
"VDP","VFE2449","13.8619344099999999 , 100.612019720000006"
"VDP","VFE2451","13.8623001200000004 , 100.611912989999993"
"VDP","VFE2452","13.5858617899999992 , 100.751205839999997"
"VDP","VFE2453","13.6636495199999999 , 100.438730289999995"
"VDP","VFE2462","13.66386973 , 100.437565530000001"
"VDP","VFE2464","13.5857270099999994 , 100.751043640000006"
"VDP","VFE248","13.5626887299999996 , 100.279037939999995"
"VDP","VFE2482","13.8782270000000008 , 100.578773100000006"
"VDP","VFE2486","13.8092251200000007 , 100.568029170000003"
"VDP","VFE2493","13.7218718899999992 , 100.520139259999993"
"VDP","VFE2500","13.7453668699999998 , 100.562114840000007"
"VDP","VFE2503","13.9103416099999997 , 100.449503239999999"
"VDP","VFE2519","13.5716294499999997 , 100.851174729999997"
"VDP","VFE252","13.9945202399999999 , 100.61232201"
"VDP","VFE2531","12.69887166 , 101.260583589999996"
"VDP","VFE259","13.2842900299999993 , 100.919383060000001"
"VDP","VFE263","13.4020683300000005 , 101.035150860000002"
"VDP","VFE267","13.2931043100000004 , 100.924455809999998"
"VDP","VFE280","13.6174492100000002 , 100.756742450000004"
"VDP","VFE283","13.5985485100000005 , 100.765981190000005"
"VDP","VFE284","13.1268507200000002 , 100.984324029999996"
"VDP","VFE290","13.8234787299999997 , 100.480116210000006"
"VDP","VFE293","13.9246788699999993 , 100.411012700000001"
"VDP","VFE302","13.7070574199999999 , 100.372045020000002"
"VDP","VFE305","13.9328077700000001 , 100.678433929999997"
"VDP","VFE312","13.5858233399999992 , 100.751267670000004"
"VDP","VFE317","13.9239733099999992 , 100.410069800000002"
"VDP","VFE320","13.5986456100000002 , 100.765931940000002"
"VDP","VFE321","13.8947837399999994 , 100.556629020000003"
"VDP","VFE322","14.5428756799999999 , 100.95037438"
"VDP","VFE333","13.5984842700000002 , 100.765673840000005"
"VDP","VFE337","14.6524357100000007 , 101.404596179999999"
"VDP","VFE369","13.1196495899999999 , 100.909520369999996"
"VDP","VFE371","14.0657874500000002 , 100.624208859999996"
"VDP","VFE376","13.1007117799999993 , 100.898639119999999"
"VDP","VFE407","13.7987221499999997 , 100.744842289999994"
"VDP","VFE408","13.6932862199999992 , 100.408156829999996"
"VDP","VFE413","14.0683651100000002 , 100.615326089999996"
"VDP","VFE421","13.7411626699999996 , 100.489552320000001"
"VDP","VFE422","13.8852641099999996 , 100.52295771"
"VDP","VFE438","13.7427829599999995 , 100.676475800000006"
"VDP","VFE457","13.8234884900000008 , 100.592696380000007"
"VDP","VFE462","12.6925069399999995 , 101.114398280000003"
"VDP","VFE464","13.9168536799999991 , 100.453807960000006"
"VDP","VFE467","15.2324689000000006 , 101.126072440000002"
"VDP","VFE474","14.4748672099999993 , 100.105067009999999"
"VDP","VFE475","13.6695497100000001 , 100.631790109999997"
"VDP","VFE480","13.3725023299999997 , 101.010050190000001"
"VDP","VFE481","13.7306342499999996 , 100.732042460000002"
"VDP","VFE485","13.8133031699999993 , 100.412468250000003"
"VDP","VFE487","13.5838647300000002 , 100.520597230000007"
"VDP","VFE489","13.5858002599999992 , 100.751027759999999"
"VDP","VFE496","13.9076859000000006 , 99.7770919900000024"
"VDP","VFE502","13.6780958800000008 , 100.616470719999995"
"VDP","VFE512","13.6427883800000007 , 100.636598109999994"
"VDP","VFE513","13.4248419299999995 , 101.004529989999995"
"VDP","VFE516","13.8704567000000001 , 100.546501019999994"
"VDP","VFE517","13.5984504899999994 , 100.766036839999998"
"VDP","VFE523","14.4696301199999997 , 100.12998073"
"VDP","VFE537","14.0241991099999996 , 100.294512810000001"
"VDP","VFE539","13.6313067599999993 , 100.711232229999993"
"VDP","VFE540","13.6527119599999995 , 100.678306680000006"
"VDP","VFE556","12.77612931 , 100.91350344"
"VDP","VFE558","13.1400263499999994 , 100.988114260000003"
"VDP","VFE559","13.6481182699999994 , 100.679145349999999"
"VDP","VFE599","13.8670703700000004 , 100.497135569999998"
"VDP","VFE601","13.8670579000000007 , 100.497759939999995"
"VDP","VFE603","13.6448505499999992 , 100.678316640000006"
"VDP","VFE621","14.01235432 , 100.253491749999995"
"VDP","VFE635","13.0412114100000007 , 101.083359509999994"
"VDP","VFE643","13.9607667699999993 , 100.679046049999997"
"VDP","VFE645","14.4380624900000001 , 100.136723459999999"
"VDP","VFE649","13.8342658600000004 , 100.61146377"
"VDP","VFE683","13.6141149400000003 , 100.743070270000004"
"VDP","VFE691","13.6140897899999995 , 100.743010420000005"
"VDP","VFE705","13.6727474099999995 , 100.414165440000005"
"VDP","VFE712","13.5985464100000009 , 100.766116319999995"
"VDP","VFE726","13.7047296900000006 , 100.310888879999993"
"VDP","VFE734","13.3218363800000006 , 100.964562819999998"
"VDP","VFE735","13.4122238100000004 , 100.022947329999994"
"VDP","VFE752","13.6576183699999998 , 100.499199239999996"
"VDP","VFE753","13.90965907 , 100.382445829999995"
"VDP","VFE754","13.6300292499999998 , 100.50452138"
"VDP","VFE757","13.7202069299999998 , 100.691810050000001"
"VDP","VFE759","13.76725405 , 100.656374479999997"
"VDP","VFE760","13.7394005200000002 , 100.649213489999994"
"VDP","VFE761","12.6827210000000008 , 101.066940029999998"
"VDP","VFE762","14.0633634399999998 , 100.668810440000001"
"VDP","VFE770","13.6446869700000004 , 100.714544129999993"
"VDP","VFE771","13.9449058000000008 , 100.380078170000004"
"VDP","VFE776","13.8810245099999996 , 100.627307149999993"
"VDP","VFE780","13.8320200900000003 , 100.719450050000006"
"VDP","VFE782","13.5856927200000008 , 100.751064209999996"
"VDP","VFE789","13.3876987700000001 , 100.987560149999993"
"VDP","VFE790","13.7457864399999998 , 100.539008749999994"
"VDP","VFE794","13.8824345400000002 , 100.458826380000005"
"VDP","VFE811","13.7858224699999994 , 100.546641010000002"
"VDP","VFE816","12.9691680199999997 , 101.217362850000001"
"VDP","VFE834","13.3234151599999997 , 100.964255719999997"
"VDP","VFE835","14.1865576999999998 , 100.632410379999996"
"VDP","VFE837","13.8147102099999994 , 100.71937011"
"VDP","VFE841","13.75948818 , 100.541768489999995"
"VDP","VFE842","13.7696242699999996 , 100.659520520000001"
"VDP","VFE854","14.2349112899999994 , 100.694277549999995"
"VDP","VFE861","13.6586162299999998 , 100.716248399999998"
"VDP","VFE889","13.6653538300000008 , 100.516384549999998"
"VDP","VFE890","13.5987485199999991 , 100.506706820000005"
"VDP","VFE902","13.6672633300000008 , 100.448984539999998"
"VDP","VFE910","12.6743907199999999 , 100.998008549999994"
"VDP","VFE929","13.0415240400000005 , 101.082655110000005"
"VDP","VFE930","13.6946061599999993 , 100.671971470000003"
"VDP","VFE931","13.6207610999999993 , 100.621362230000003"
"VDP","VFE935","13.0920425100000006 , 100.929373130000002"
"VDP","VFE942","13.6645744800000006 , 100.438346580000001"
"VDP","VFE945","14.0653537600000007 , 100.654994830000007"
"VDP","VFE946","13.9323939899999996 , 100.748627490000004"
"VDP","VFE956","13.1023093599999996 , 100.93038962"
"VDP","VFE969","13.5539379800000006 , 100.283809250000004"
"VDP","VFE984","13.5856415699999999 , 100.751059240000004"
"VDP","VFE992","14.7897226800000006 , 100.677341709999993"
"VDP","VFS1032","13.1042024799999997 , 100.897443050000007"
"VDP","VFS106","13.58583082 , 100.751210830000005"
"VDP","VFS1071","13.0661552400000005 , 101.212027329999998"
"VDP","VFS1245","13.0078792799999992 , 101.166678419999997"
"VDP","VFS1373","14.0401960399999997 , 100.744918690000006"
"VDP","VFS1473","13.8068689500000001 , 100.562178110000005"
"VDP","VFS1488","12.6621066399999993 , 100.912012500000003"
"VDP","VFS1509","13.93223536 , 100.748523739999996"
"VDP","VFS1515","14.0756244000000006 , 100.597155909999998"
"VDP","VFS1518","14.0750210100000004 , 100.602202500000004"
"VDP","VFS1519","14.0738501899999999 , 100.597057430000007"
"VDP","VFS1521","14.0735842499999997 , 100.597847119999997"
"VDP","VFS1522","13.5856067800000009 , 100.751332379999994"
"VDP","VFS1523","13.6657460200000003 , 100.442600810000002"
"VDP","VFS1540","13.0067917899999994 , 101.166583040000006"
"VDP","VFS1541","13.7423756800000003 , 100.580663119999997"
"VDP","VFS1552","13.5347275400000004 , 99.8117514000000057"
"VDP","VFS1556","13.9406365599999997 , 100.553532750000002"
"VDP","VFS1557","13.7438480799999994 , 100.540113199999993"
"VDP","VFS1561","14.4577132000000006 , 100.12879993"
"VDP","VFS1575","13.7486130299999996 , 100.539572359999994"
"VDP","VFS1588","13.0101041800000008 , 101.167244650000001"
"VDP","VFS1589","13.8022870799999993 , 100.578949120000004"
"VDP","VFS1595","13.6750157100000003 , 100.450491600000007"
"VDP","VFS1614","14.0396887499999998 , 100.469862759999998"
"VDP","VFS1621","13.62238507 , 100.657432479999997"
"VDP","VFS1623","13.8906387000000002 , 100.580460180000003"
"VDP","VFS1648","13.9393247299999992 , 100.722973809999999"
"VDP","VFS1653","14.0784378300000004 , 100.5973623"
"VDP","VFS1654","14.0733695900000004 , 100.611011390000002"
"VDP","VFS1655","13.5859037800000007 , 100.751061789999994"
"VDP","VFS1657","14.0732719799999995 , 100.600264339999995"
"VDP","VFS1661","13.7452861500000001 , 100.562168200000002"
"VDP","VFS1663","13.72244435 , 100.520091579999999"
"VDP","VFS1664","14.0706778200000002 , 100.597856930000006"
"VDP","VFS1666","14.0762835099999997 , 100.595565359999995"
"VDP","VFS1678","13.76653825 , 100.625169639999996"
"VDP","VFS1691","13.4353526399999996 , 101.077281900000003"
"VDP","VFS1696","13.7371062100000003 , 100.624585389999993"
"VDP","VFS1706","13.7437296500000006 , 100.540937979999995"
"VDP","VFS1707","13.5395700399999992 , 99.8254356799999982"
"VDP","VFS1711","13.6722260200000001 , 100.682567180000007"
"VDP","VFS1717","13.7075992699999993 , 100.356728689999997"
"VDP","VFS1718","13.7093591700000008 , 100.363398110000006"
"VDP","VFS1720","13.5991653699999997 , 100.356847459999997"
"VDP","VFS1723","13.5857185699999992 , 100.751169039999994"
"VDP","VFS1732","14.2910425500000002 , 100.559650509999997"
"VDP","VFS1735","14.9943968999999999 , 102.118836580000007"
"VDP","VFS1739","13.7817249099999994 , 100.677802170000007"
"VDP","VFS1741","13.9047837300000001 , 100.524514909999994"
"VDP","VFS1742","14.2116350100000002 , 100.608265369999998"
"VDP","VFS1748","13.5857236300000004 , 100.751151089999993"
"VDP","VFS1750","14.0317490500000002 , 100.306696700000003"
"VDP","VFS1753","13.7074314899999994 , 100.356718009999994"
"VDP","VFS1758","13.7080098199999991 , 100.35663581"
"VDP","VFS1759","13.7078675899999993 , 100.355699329999993"
"VDP","VFS1762","13.7713403299999992 , 100.483924439999996"
"VDP","VFS1763","13.4605072099999994 , 99.8641096799999985"
"VDP","VFS1779","13.6592935000000004 , 100.716422420000001"
"VDP","VFS1788","13.8346519800000003 , 100.655923270000002"
"VDP","VFS1790","13.7219642400000001 , 100.520062480000007"
"VDP","VFS1805","12.6988197100000004 , 101.260625709999999"
"VDP","VFS1806","13.7836628599999997 , 100.54730112"
"VDP","VFS1868","13.0078931200000003 , 101.168108680000003"
"VDP","VFS1875","13.0097720399999996 , 101.164945799999998"
"VDP","VFS1876","13.0105263000000004 , 101.165997419999997"
"VDP","VFS214","13.6903078899999997 , 100.370965920000003"
"VDP","VFS232","12.7401162200000009 , 101.081111160000006"
"VDP","VFS236","13.6469441400000004 , 100.430384270000005"
"VDP","VFS331","13.6172815699999994 , 100.756653749999998"
"VDP","VFS360","13.6464523900000003 , 100.429733990000003"
"VDP","VFS366","13.5985685699999994 , 100.765772459999994"
"VDP","VFS368","13.5985267400000005 , 100.766012590000003"
"VDP","VFS483","13.9048681399999996 , 100.528157960000001"
"VDP","VFS484","13.7038756700000004 , 100.357231209999995"
"VDP","VFS504","13.9034828099999999 , 100.529485949999994"
"VDP","VFS651","13.0087100899999992 , 101.167796350000003"
"VDP","VFS679","13.7462305800000006 , 100.539054429999993"
"VDP","VFS847","13.6952293600000008 , 100.502487169999995"
"VDP","VFS916","13.4021342899999993 , 101.035618900000003"
"VDP","VFS980","13.7182864799999997 , 100.662638779999995"
